"group","condition","HR_RR","HR_DET","HR_NRLINE","HR_maxL","HR_L","HR_ENTR","HR_LAM","HR_TT","resp_RR","resp_DET","resp_NRLINE","resp_maxL","resp_L","resp_ENTR","resp_LAM","resp_TT","pair","HREmbed","HRDelay","HRRadius","respDelay","respEmbed","respRadius","study","trial"
"6_1_5_1","Conversation",2.53907152234051,96.7918702251345,13869,111,9.62837983993078,2.55791302173206,98.3517200388513,14.2829473684211,4.74625393290599,90.6609776458585,59655,42,4.09611935294611,1.93440817454598,95.8196827752528,5.5188050260706,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"6_2_5_2","Conversation",3.26458099945873,96.5436372143892,12211,84,14.0244042256981,3.13840709586792,98.6830756047648,31.6083423618635,3.73373150035158,76.9430308404118,51492,36,3.16825914705197,1.46467973695564,87.4501832313809,4.10853091070241,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"7_1_5_2","Conversation",1.53600925801698,94.0162952312485,8597,88,9.12713737350238,2.7508644166471,95.5799185238438,11.0547394678492,3.81293992328159,81.7185082553978,51148,40,3.4593923516071,1.61561135692193,91.5099872993881,4.00796973926411,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"7_2_5_1","Conversation",2.27856096581965,95.747413312656,11257,89,10.5305143466288,2.83870831286298,97.8716873843967,18.5704214559387,4.28500310547029,89.4658326894942,54646,61,3.9838048530542,1.88850001450021,94.7721631351405,5.54606671316226,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"7_1_5_1","Conversation",4.66202551144636,96.6705353829634,21481,100,11.3998417205903,2.92309683188927,98.3526374381203,15.4659507107828,4.51718697748723,87.1961702343314,58156,39,3.84608638833482,1.82876117899393,95.6739709259035,5.46945688752201,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"7_2_5_2","Conversation",1.37195478250819,94.3511388941057,7108,55,9.89518851997749,2.88112733339224,98.0414777452848,18.6396327467483,3.7729482984541,81.5350005134093,52693,40,3.3152790693261,1.51818297168791,93.6869323326519,5.31969363686958,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"8_1_5_2","Conversation",3.13692990655668,95.950060722688,13621,73,12.0067542764848,3.08016939810821,96.5502472909467,13.6321239231279,3.81179529289243,76.7550586713481,52865,34,3.14279769223494,1.4314060706696,90.3621916289384,3.85574326322222,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"8_2_5_1","Conversation",5.28918328146127,98.3451117119186,18692,100,15.1206398459234,3.04790109037737,99.43352436228,46.4353266168346,3.8040822450393,82.2444010332281,52293,31,3.39751018300729,1.60385098899486,88.3058207034469,3.90198003600065,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"8_1_5_1","Conversation",7.07710836410965,97.858474693074,28205,109,13.341747917036,2.97412974883132,98.5452710908386,16.6466789667897,4.44794564379208,83.2262406714571,61618,35,3.41161673536954,1.60707410659146,95.4858760417285,5.35771725608672,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"8_2_5_2","Conversation",2.79593805977332,96.3072426753731,10918,88,13.4007144165598,3.11780861200326,99.2245867863796,38.2397260273973,3.40298614697864,75.6211027452198,47797,39,3.05738853902965,1.38066010888544,88.0338430489793,3.77736083664542,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"9_1_5_2","Conversation",1.03653938917774,93.4287388363133,5752,74,9.1481223922114,2.72676286138975,94.6787166421051,10.7270166968417,3.46750808153079,77.3540061652845,49002,36,3.1083833312926,1.42330880258119,91.2462101783057,3.94935595902756,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"9_2_5_1","Conversation",1.33691330602528,92.2166239916302,10734,80,6.24073038941681,2.24700730093451,95.1199030863688,7.84658187599364,4.1413960158762,83.9656939241507,58794,31,3.35864203830323,1.57608240580071,90.2358649017549,3.80046204265836,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"9_1_5_1","Conversation",3.34312985535637,97.0019432868523,15908,117,11.0765023887352,2.8253880561177,98.0066170844091,14.3133944364046,3.51191974063028,80.1154283937803,51220,28,3.11938695821945,1.44830396973997,95.1998435549137,5.27485900036118,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"9_2_5_2","Conversation",0.362874365448368,85.0737941877568,3110,73,5.3935691318328,2.06939422787824,94.4007709083532,7.56318569687119,3.67639432270371,78.2139281796801,51865,45,3.14832738841222,1.44259785184628,88.9079421950367,3.68179473955647,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"10_1_6_2","Conversation",3.80645399950419,96.8253507779486,10084,132,19.8591828639429,3.48447257639283,97.748832351832,30.0267339967325,5.12739824279865,83.7046526244209,69542,44,3.50467343475885,1.66587630667207,90.2922357805948,4.36657919213394,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"10_2_6_1","Conversation",2.49418383266517,96.4242231945869,12228,121,10.6867026496565,2.79590607543342,98.4821764571327,18.990608992601,4.09740698953579,85.4318610618062,57563,29,3.45329465107795,1.64467043393641,91.7220720391612,4.04706640876854,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"10_1_6_1","Conversation",2.55537758755262,96.6258066374741,11414,121,11.7542491676888,2.83719612283024,97.9178670200507,13.9186117936118,4.72882033159414,88.467797493809,63476,46,3.74262713466507,1.78469022267702,95.3458580818143,5.64891340319912,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"10_2_6_2","Conversation",2.33213540806848,94.8870720813144,10440,125,11.5171455938697,2.92098452861578,97.209551918433,14.5519196692262,4.04121444227708,78.2511503869483,56887,27,3.15673176648443,1.47558843993351,92.1612459039253,4.06666282110445,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"5_1_6_2","Conversation",4.19851732593045,96.546252339685,16529,92,13.3250650372073,3.09176238788188,97.6758763681952,27.8847453385058,4.7106647326522,84.2776182786052,64210,34,3.51107304158231,1.67588422974126,89.6143609067528,4.2551431563626,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
"5_2_6_1","Conversation",0.119921355442591,76.9490484960098,933,32,5.37406216505895,2.15659797949885,80.1718845917741,5.95667046750285,3.83449419399442,83.6417159206242,53386,50,3.41154984452853,1.57840083890455,90.3269360594078,3.91617553360943,"Surrogate",NA,NA,NA,NA,NA,NA,NA,NA
